id,chitty_id,name,event_type,sub_type,description,start_time,end_time,duration,location_id,primary_person_id,secondary_person_id,related_thing_id,parent_event_id,amount,currency,status,outcome,witness_ids,evidence_ids,authority_ids,is_confidential,metadata,verification_status,last_verified,created_at,updated_at,source_file,source_hash,tz_original,confidence,start_time_parsed
b236b05d-bc20-4de9-8a0c-06b469fde385,md_document_index_10,REMOVAL NOTICES (7 files),other,,"| Date | Document | Type |
|------|----------|------|
| 2024-10-07 | Final Demand for Payment | PDF |
| 2024-10-14 | Unanimous Consent Removal of Luisa Arias | PDF |
| 2024-10-14 | Formal Notice of Removal Luisa Arias | PDF |
| 2024-10-21 | Formal Notice - Luisa Arias | PDF |
| 2024-10-24 | Final Notice of Delinquent Payments | PDF |
| 2024-08-10 | Re: Payment Due Final Demand | PDF |
",2025-09-20T18:27:29.215705+00:00,,,,,,,,,USD,COMPLETED,,[],[],[],False,"{'entities': ['Final Demand', 'Unanimous Consent', 'Luisa Arias', 'Formal Notice', 'Removal Luisa', 'Formal Notice', 'Luisa Arias', 'Final Notice', 'Delinquent Payments', 'Payment Due', 'Final Demand'], 'file_type': 'markdown'}",PENDING,,2025-09-20T18:27:29.215706+00:00,2025-09-20T18:27:29.215707+00:00,document_index.md,9c12064ee7f36d778e5319437798aacb37043eefb3218e11bded6b1fa286eb51,UTC,medium,2025-09-20 18:27:29.215705+00:00
6592458c-85ea-48b2-b2b8-4ece2d5de3b7,md_document_index_11,ALTERNATIVE DISPUTE RESOLUTION (1 file),other,,"| Date | Document | Type |
|------|----------|------|
| 2025-03-15 | RapidRuling Arbitration Demand | PDF |
",2025-09-20T18:27:29.215724+00:00,,,,,,,,,USD,COMPLETED,,[],[],[],False,"{'entities': ['Arbitration Demand'], 'file_type': 'markdown'}",PENDING,,2025-09-20T18:27:29.215725+00:00,2025-09-20T18:27:29.215726+00:00,document_index.md,9c12064ee7f36d778e5319437798aacb37043eefb3218e11bded6b1fa286eb51,UTC,medium,2025-09-20 18:27:29.215724+00:00
45eb5448-4183-4dc1-a55e-1516401d554e,md_document_index_12,MEDELLIN/COLOMBIA DOCUMENTATION,other,,"- Invoice 3075449
- Letter of engagement 2 - Nicholas Jones
- PODER ESPECIAL NICHOLAS JONES ARIBIA LLC
- Proof Verification Instructions
- MLP Texts with Pilar & Camilo (multiple)
",2025-09-20T18:27:29.215746+00:00,,,,,,,,,USD,COMPLETED,,[],[],[],False,"{'entities': ['Nicholas Jones', 'Proof Verification'], 'file_type': 'markdown'}",PENDING,,2025-09-20T18:27:29.215748+00:00,2025-09-20T18:27:29.215749+00:00,document_index.md,9c12064ee7f36d778e5319437798aacb37043eefb3218e11bded6b1fa286eb51,UTC,medium,2025-09-20 18:27:29.215746+00:00
9a932282-71ea-41a0-bcfb-1e8022df4c9b,md_document_index_13,XFINITY STATEMENTS (34 Screenshots),other,,"- All dated 2024-10-07
- Screenshots of account statements and communications
",2025-09-20T18:27:29.215763+00:00,,,,,,,,,USD,COMPLETED,,[],[],[],False,"{'entities': [], 'file_type': 'markdown'}",PENDING,,2025-09-20T18:27:29.215765+00:00,2025-09-20T18:27:29.215766+00:00,document_index.md,9c12064ee7f36d778e5319437798aacb37043eefb3218e11bded6b1fa286eb51,UTC,medium,2025-09-20 18:27:29.215763+00:00
ac4edca8-006e-403f-add5-9d04cc59b0f2,md_document_index_14,Key Document Relationships,other,,,2025-09-20T18:27:29.215776+00:00,,,,,,,,,USD,COMPLETED,,[],[],[],False,"{'entities': [], 'file_type': 'markdown'}",PENDING,,2025-09-20T18:27:29.215777+00:00,2025-09-20T18:27:29.215778+00:00,document_index.md,9c12064ee7f36d778e5319437798aacb37043eefb3218e11bded6b1fa286eb51,UTC,medium,2025-09-20 18:27:29.215776+00:00
60b458cb-9f59-404f-bf4a-e9cdfb581656,md_document_index_15,Core LLC Formation & Governance Chain,other,,"1. ARIBIA LLC formed 2022-07-15
2. Operating Agreement executed 2022-08-01
3. Multiple amendments through 2024
4. Series formation for properties 2024-03
5. Sharon Jones admitted as member 2024-03-15
6. Luisa Arias removal proceedings 2024-10
",2025-09-20T18:27:29.215803+00:00,,,,,,,,,USD,COMPLETED,,[],[],[],False,"{'entities': ['Operating Agreement', 'Sharon Jones', 'Luisa Arias'], 'file_type': 'markdown'}",PENDING,,2025-09-20T18:27:29.215804+00:00,2025-09-20T18:27:29.215805+00:00,document_index.md,9c12064ee7f36d778e5319437798aacb37043eefb3218e11bded6b1fa286eb51,UTC,medium,2025-09-20 18:27:29.215803+00:00
f17d97ab-5db7-4064-b346-20f079bf53e6,md_document_index_16,Property Acquisition Timeline,other,,"1. 541 W Addison acquired 2019-11
2. 550 W Surf units acquired 2022
3. 4343 N Clarendon acquired 2024-06
4. Morada Mami (Colombia) purchase 2023-07
",2025-09-20T18:27:29.215825+00:00,,,,,,,,,USD,COMPLETED,,[],[],[],False,"{'entities': ['Morada Mami'], 'file_type': 'markdown'}",PENDING,,2025-09-20T18:27:29.215826+00:00,2025-09-20T18:27:29.215827+00:00,document_index.md,9c12064ee7f36d778e5319437798aacb37043eefb3218e11bded6b1fa286eb51,UTC,medium,2025-09-20 18:27:29.215825+00:00
7f8d63e7-0a40-448d-8cea-06263d45cac4,md_document_index_17,Legal Proceedings Timeline,other,,"1. Initial filing 2024-10-22
2. Emergency TRO proceedings 2024-10-30
3. Verified Petition filed 2024-12-23
4. Fee petition filed 2025-01-09
5. Arbitration demand 2025-03-15
",2025-09-20T18:27:29.215849+00:00,,,,,,,,,USD,COMPLETED,,[],[],[],False,"{'entities': ['Verified Petition'], 'file_type': 'markdown'}",PENDING,,2025-09-20T18:27:29.215850+00:00,2025-09-20T18:27:29.215851+00:00,document_index.md,9c12064ee7f36d778e5319437798aacb37043eefb3218e11bded6b1fa286eb51,UTC,medium,2025-09-20 18:27:29.215849+00:00
f972404a-4048-45a4-b97a-8e05217bde55,md_document_index_18,Search Index by Topic,other,,,2025-09-20T18:27:29.215862+00:00,,,,,,,,,USD,COMPLETED,,[],[],[],False,"{'entities': [], 'file_type': 'markdown'}",PENDING,,2025-09-20T18:27:29.215863+00:00,2025-09-20T18:27:29.215864+00:00,document_index.md,9c12064ee7f36d778e5319437798aacb37043eefb3218e11bded6b1fa286eb51,UTC,medium,2025-09-20 18:27:29.215862+00:00
e8baf2c1-6c9b-4a8d-b9e5-7d9db012e530,md_document_index_19,Financial Disputes,other,,"- Payment demands
- Valuation statements
- Loan agreements
- Credit memos
- Bank statements
",2025-09-20T18:27:29.215880+00:00,,,,,,,,,USD,COMPLETED,,[],[],[],False,"{'entities': [], 'file_type': 'markdown'}",PENDING,,2025-09-20T18:27:29.215881+00:00,2025-09-20T18:27:29.215882+00:00,document_index.md,9c12064ee7f36d778e5319437798aacb37043eefb3218e11bded6b1fa286eb51,UTC,medium,2025-09-20 18:27:29.215880+00:00
9a942a3b-d39f-4218-a858-81a22ad866d9,md_document_index_20,Property Management,other,,"- Operating agreements
- Management agreements
- Purchase contracts
- Deeds
- Mortgage statements
",2025-09-20T18:27:29.215897+00:00,,,,,,,,,USD,COMPLETED,,[],[],[],False,"{'entities': [], 'file_type': 'markdown'}",PENDING,,2025-09-20T18:27:29.215899+00:00,2025-09-20T18:27:29.215900+00:00,document_index.md,9c12064ee7f36d778e5319437798aacb37043eefb3218e11bded6b1fa286eb51,UTC,medium,2025-09-20 18:27:29.215897+00:00
25138c60-caa8-4276-bc02-f26a2dd4304a,md_document_index_21,Member Disputes,other,,"- Removal notices
- Unanimous consents
- Communications regarding disputes
- Response documents
",2025-09-20T18:27:29.215915+00:00,,,,,,,,,USD,COMPLETED,,[],[],[],False,"{'entities': [], 'file_type': 'markdown'}",PENDING,,2025-09-20T18:27:29.215917+00:00,2025-09-20T18:27:29.215918+00:00,document_index.md,9c12064ee7f36d778e5319437798aacb37043eefb3218e11bded6b1fa286eb51,UTC,medium,2025-09-20 18:27:29.215915+00:00
ee414959-d33e-4046-b6ff-f0aff93fd6f2,md_document_index_22,Colombian Property (Morada Mami),other,,"- Purchase consent
- Power of attorney
- Legal documentation
- Communications with Pilar & Camilo
- Property sale proceedings",2025-09-20T18:27:29.215936+00:00,,,,,,,,,USD,COMPLETED,,[],[],[],False,"{'entities': [], 'file_type': 'markdown'}",PENDING,,2025-09-20T18:27:29.215937+00:00,2025-09-20T18:27:29.215938+00:00,document_index.md,9c12064ee7f36d778e5319437798aacb37043eefb3218e11bded6b1fa286eb51,UTC,medium,2025-09-20 18:27:29.215936+00:00
507bd787-7b0d-4223-bf8f-a11eb891e0d5,md_FINAL_EVIDENCE_PACKAGE_0,# FINAL EVIDENCE PACKAGE - Case 2024D007847,other,,"
**Generated:** 2025-09-19T19:21:00Z
**Case:** Luisa Arias vs. Nicholas Bianchi
**Status:** READY FOR LEGAL PROCEEDINGS
",2025-09-20T18:27:29.216221+00:00,,,,,,,,,USD,COMPLETED,,[],[],[],False,"{'entities': ['Luisa Arias', 'Nicholas Bianchi'], 'file_type': 'markdown'}",PENDING,,2025-09-20T18:27:29.216223+00:00,2025-09-20T18:27:29.216225+00:00,FINAL_EVIDENCE_PACKAGE.md,02a3e8c80c49bf860cf398a28c8799c630060a0692cf8ef9e05a50180f006373,UTC,medium,2025-09-20 18:27:29.216221+00:00
e2fd5f55-3f01-4c6b-ab4e-f2f4802ab86a,md_FINAL_EVIDENCE_PACKAGE_1,🎯 EXECUTIVE SUMMARY,other,,"
**OVERWHELMING EVIDENCE PACKAGE** - Multi-platform authentication with 7 direct contradictions to TRO claims.
",2025-09-20T18:27:29.216244+00:00,,,,,,,,,USD,COMPLETED,,[],[],[],False,"{'entities': [], 'file_type': 'markdown'}",PENDING,,2025-09-20T18:27:29.216245+00:00,2025-09-20T18:27:29.216246+00:00,FINAL_EVIDENCE_PACKAGE.md,02a3e8c80c49bf860cf398a28c8799c630060a0692cf8ef9e05a50180f006373,UTC,medium,2025-09-20 18:27:29.216244+00:00
75be0703-cc23-4c7c-b9a7-8269dcd06f24,md_FINAL_EVIDENCE_PACKAGE_2,Evidence Strength: UNASSAILABLE,other,,"- **237 total documents** processed and indexed
- **269 evidence events** in master timeline
- **7 iMessage contradiction exhibits** (MSG-001 through MSG-007)
- **OpenPhone business communications** available (2MB+ dataset)
- **Cross-platform authentication** prevents fabrication claims
",2025-09-20T18:27:29.216272+00:00,,,,,,,,,USD,COMPLETED,,[],[],[],False,"{'entities': [], 'file_type': 'markdown'}",PENDING,,2025-09-20T18:27:29.216273+00:00,2025-09-20T18:27:29.216274+00:00,FINAL_EVIDENCE_PACKAGE.md,02a3e8c80c49bf860cf398a28c8799c630060a0692cf8ef9e05a50180f006373,UTC,medium,2025-09-20 18:27:29.216272+00:00
9725fa47-7fc7-4d17-be5a-97d8a3ac85df,md_FINAL_EVIDENCE_PACKAGE_3,📊 EVIDENCE BREAKDOWN,other,,,2025-09-20T18:27:29.216285+00:00,,,,,,,,,USD,COMPLETED,,[],[],[],False,"{'entities': [], 'file_type': 'markdown'}",PENDING,,2025-09-20T18:27:29.216286+00:00,2025-09-20T18:27:29.216287+00:00,FINAL_EVIDENCE_PACKAGE.md,02a3e8c80c49bf860cf398a28c8799c630060a0692cf8ef9e05a50180f006373,UTC,medium,2025-09-20 18:27:29.216285+00:00
8f6ed0e5-47ce-47cc-92f4-b144d6071aa3,md_FINAL_EVIDENCE_PACKAGE_4,Court Documents (18 files),other,,"- Emergency TRO Petition (Oct 30, 2024)
- Verified Petition for Rule (Dec 23, 2024)
- Attorney fees petition (Jan 9, 2025)
- Complete court filing timeline
",2025-09-20T18:27:29.216309+00:00,,,,,,,,,USD,COMPLETED,,[],[],[],False,"{'entities': ['Verified Petition'], 'file_type': 'markdown'}",PENDING,,2025-09-20T18:27:29.216310+00:00,2025-09-20T18:27:29.216311+00:00,FINAL_EVIDENCE_PACKAGE.md,02a3e8c80c49bf860cf398a28c8799c630060a0692cf8ef9e05a50180f006373,UTC,medium,2025-09-20 18:27:29.216309+00:00
3122773d-3a4e-4cc8-8c3c-4f1b0c559ecc,md_FINAL_EVIDENCE_PACKAGE_6,✅ iMessage Personal Communications,other,,"- **7 direct contradictions** to TRO claims identified
- **Mutual device access** - unassailable authentication
- **Self-authenticating** metadata and timestamps
",2025-09-20T18:27:29.216344+00:00,,,,,,,,,USD,COMPLETED,,[],[],[],False,"{'entities': [], 'file_type': 'markdown'}",PENDING,,2025-09-20T18:27:29.216345+00:00,2025-09-20T18:27:29.216346+00:00,FINAL_EVIDENCE_PACKAGE.md,02a3e8c80c49bf860cf398a28c8799c630060a0692cf8ef9e05a50180f006373,UTC,medium,2025-09-20 18:27:29.216344+00:00
68ebf9b2-6bbd-41e0-bb62-5eac7bb42fad,md_FINAL_EVIDENCE_PACKAGE_7,🔄 OpenPhone Business Communications,other,,"- **2MB messages dataset** available
- **Third-party service provider** records (unalterable)
- **Business context** complements personal communications
",2025-09-20T18:27:29.216364+00:00,,,,,,,,,USD,COMPLETED,,[],[],[],False,"{'entities': [], 'file_type': 'markdown'}",PENDING,,2025-09-20T18:27:29.216366+00:00,2025-09-20T18:27:29.216367+00:00,FINAL_EVIDENCE_PACKAGE.md,02a3e8c80c49bf860cf398a28c8799c630060a0692cf8ef9e05a50180f006373,UTC,medium,2025-09-20 18:27:29.216364+00:00
37430cff-157b-4284-8999-d55de7c3d496,md_FINAL_EVIDENCE_PACKAGE_8,Financial Evidence (44 files),other,,"- Bank statements showing premarital funds
- Colombian account documentation (19 files)
- Payment demands and final notices
- Financial dispute timeline Aug-Oct 2024
",2025-09-20T18:27:29.216386+00:00,,,,,,,,,USD,COMPLETED,,[],[],[],False,"{'entities': [], 'file_type': 'markdown'}",PENDING,,2025-09-20T18:27:29.216387+00:00,2025-09-20T18:27:29.216388+00:00,FINAL_EVIDENCE_PACKAGE.md,02a3e8c80c49bf860cf398a28c8799c630060a0692cf8ef9e05a50180f006373,UTC,medium,2025-09-20 18:27:29.216386+00:00
c9fdb8f2-c767-4e99-bb2f-ba44725dc9a4,md_FINAL_EVIDENCE_PACKAGE_9,LLC Governance (42 files),other,,"- Operating agreement amendments
- Unanimous member consents
- Series LLC documentation
- Member removal proceedings
",2025-09-20T18:27:29.216404+00:00,,,,,,,,,USD,COMPLETED,,[],[],[],False,"{'entities': [], 'file_type': 'markdown'}",PENDING,,2025-09-20T18:27:29.216405+00:00,2025-09-20T18:27:29.216406+00:00,FINAL_EVIDENCE_PACKAGE.md,02a3e8c80c49bf860cf398a28c8799c630060a0692cf8ef9e05a50180f006373,UTC,medium,2025-09-20 18:27:29.216404+00:00
48fb2f61-340e-4484-8a2c-8c7559829845,md_FINAL_EVIDENCE_PACKAGE_10,🎯 DIRECT CONTRADICTIONS TO TRO CLAIMS,other,,,2025-09-20T18:27:29.216416+00:00,,,,,,,,,USD,COMPLETED,,[],[],[],False,"{'entities': [], 'file_type': 'markdown'}",PENDING,,2025-09-20T18:27:29.216418+00:00,2025-09-20T18:27:29.216419+00:00,FINAL_EVIDENCE_PACKAGE.md,02a3e8c80c49bf860cf398a28c8799c630060a0692cf8ef9e05a50180f006373,UTC,medium,2025-09-20 18:27:29.216416+00:00
e77bca2f-eda1-4b70-8f62-e1195b9f1b29,md_FINAL_EVIDENCE_PACKAGE_11,MSG-001: Management Authority Contradiction,other,,"**Date:** 2023-06-15
**Evidence:** Luisa delegates rent collection authority to Nicholas
**Contradicts:** ""Nicholas had no management authority""
",2025-09-20T18:27:29.216437+00:00,,,,,,,,,USD,COMPLETED,,[],[],[],False,"{'entities': [], 'file_type': 'markdown'}",PENDING,,2025-09-20T18:27:29.216438+00:00,2025-09-20T18:27:29.216439+00:00,FINAL_EVIDENCE_PACKAGE.md,02a3e8c80c49bf860cf398a28c8799c630060a0692cf8ef9e05a50180f006373,UTC,medium,2025-09-20 18:27:29.216437+00:00
054d67cf-6258-4808-8b85-cffdde228332,md_FINAL_EVIDENCE_PACKAGE_12,MSG-002 & MSG-004: Business Operations Contradictions,other,,"**Dates:** 2023-06-15, 2023-07-10
**Evidence:** Active involvement in rent collection and maintenance
**Contradicts:** ""Nicholas was excluded from business operations""
",2025-09-20T18:27:29.216459+00:00,,,,,,,,,USD,COMPLETED,,[],[],[],False,"{'entities': [], 'file_type': 'markdown'}",PENDING,,2025-09-20T18:27:29.216460+00:00,2025-09-20T18:27:29.216461+00:00,FINAL_EVIDENCE_PACKAGE.md,02a3e8c80c49bf860cf398a28c8799c630060a0692cf8ef9e05a50180f006373,UTC,medium,2025-09-20 18:27:29.216459+00:00
